adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001437749-25-004757	906553	BOYD GAMING CORP	7011	US	NV	LAS VEGAS	89118	6465 SOUTH RAINBOW BOULEVARD		7027927200	US	NV	LAS VEGAS	89118	6465 SOUTH RAINBOW BOULEVARD		US	NV	880242733	BOYD GROUP	19941130	1-LAF	1	1231	10-K	20241231	2024	FY	20250221	2025-02-21 16:38:00.0	0	1	bgc20241008_10k_htm.xml	1	
0001437749-25-004794	1012019	RUSH ENTERPRISES INC TX	5500	US	TX	NEW BRAUNFELS	78130	555 IH 35 SOUTH		8306265200	US	TX	NEW BRAUNFELS	78130	555 IH 35 SOUTH		US	TX	741733016			1-LAF	1	1231	10-K	20241231	2024	FY	20250224	2025-02-21 19:12:00.0	0	1	rusha20241231_10k_htm.xml	1	
0001437749-25-004906	1818644	AEYE, INC.	3714	US	CA	PLEASANTON	94588	4670 WILLOW ROAD, SUITE 125		925-400-4366	US	CA	PLEASANTON	94588	4670 WILLOW ROAD, SUITE 125		US	DE	371827430	CF FINANCE ACQUISITION CORP. III	20200717	4-NON	0	1231	10-K	20241231	2024	FY	20250224	2025-02-24 17:05:00.0	0	1	aeye20241231_10k_htm.xml	1	
0001437749-25-005050	1287213	DOUGLAS DYNAMICS, INC	3531	US	WI	MILWAUKEE	53224	11270 W. PARK PLACE SUITE 300		414-362-3940	US	WI	MILWAUKEE	53224	11270 W. PARK PLACE SUITE 300		US	DE	134275891	DOUGLAS DYNAMICS HOLDINGS INC	20040415	2-ACC	0	1231	10-K	20241231	2024	FY	20250225	2025-02-25 16:01:00.0	0	1	plow20241231_10k_htm.xml	1	
0001437749-25-005059	1575828	EXPRO GROUP HOLDINGS N.V.	1389	US	TX	HOUSTON	77084	1311 BROADFIELD BLVD.	SUITE 400	713-463-9776	US	TX	HOUSTON	77084	1311 BROADFIELD BLVD.	SUITE 400	NL		981107145	FRANK'S INTERNATIONAL N.V.	20170427	1-LAF	1	1231	10-K	20241231	2024	FY	20250225	2025-02-25 16:16:00.0	0	1	fi20241231_10k_htm.xml	1	
0001477932-25-000108	1517389	JUBILANT FLAME INTERNATIONAL, LTD	7371	US	CA	LOS ANGELES	90010	3150 WILSHIRE BLVD.	SUITE 2215	6132523673	US	CA	LOS ANGELES	90010	3150 WILSHIRE BLVD.	SUITE 2215	US	NV	272775885	JIU FENG INVESTMENT HONG KONG LTD	20121212	4-NON	0	0229	10-Q	20241130	2025	Q3	20250108	2025-01-08 09:27:00.0	0	1	jfil_10q_htm.xml	1	
0001477932-25-000119	1477960	CATALYST CREW TECHNOLOGIES CORP.	7370	US	WY	SHERIDAN	82801	30 NORTH GOULD STREET	SUITE R	307-216-4405	US	WY	SHERIDAN	82801	30 NORTH GOULD STREET	SUITE R			263670551	BLUE CHIP TECHNOLOGIES CORP.	20240202	4-NON	0	1231	S-1	20240930			20250108	2025-01-08 17:30:00.0	0	1	cbbb_s1_htm.xml	1	
0001477932-25-000125	1474167	COSMOS HEALTH INC.	5122	GR		THESSALONIKI	55438	5 AGIOU GEORGIOU, PILEA		312-536-3102	GR		THESSALONIKI	55438	5 AGIOU GEORGIOU, PILEA		US	NV	270611758	COSMOS HOLDINGS INC.	20140106	4-NON	0	1231	S-1/A	20240930			20250110	2025-01-10 06:13:00.0	0	1	cosm_s1a_htm.xml	1	
0001477932-25-000139	1854816	MINERVA GOLD INC.	1000	KZ		NUR-SULTAN	010000	12/1 KUNAYEV STR, IA 17		(725) 225-1800	KZ		NUR-SULTAN	010000	12/1 KUNAYEV STR, IA 17		US	NV	981588963			4-NON	0	0229	10-Q	20241130	2025	Q3	20250110	2025-01-10 12:42:00.0	0	1	mine_10q_htm.xml	1	
0001477932-25-000145	1753681	ELITE PERFORMANCE HOLDING CORP	2080	US	FL	MIAMI	33137	3301 NE 1ST AVE.	SUITE M704	844-426-2958	US	FL	MIAMI	33137	3301 NE 1ST AVE.	SUITE M704	US	NV	825034226	ELITE PERFORMANCE HOLDING CORP	20180920	4-NON	0	1231	S-1/A	20240930			20250110	2025-01-10 15:59:00.0	0	1	elite_s1a_htm.xml	1	
0001477932-25-000201	1374881	KINGFISH HOLDING CORP	5090	US	FL	BRADENTON	34208	822 62ND STREET CIRCLE EAST		941-870-2986	US	FL	BRADENTON	34208	822 62ND STREET CIRCLE EAST		US	DE	204838580	KESSELRING HOLDING CORPORATION.	20070608	4-NON	0	0930	10-K	20240930	2024	FY	20250113	2025-01-13 16:54:00.0	0	1	king_10k_htm.xml	1	
0001477932-25-000204	1474167	COSMOS HEALTH INC.	5122	GR		THESSALONIKI	55438	5 AGIOU GEORGIOU, PILEA		312-536-3102	GR		THESSALONIKI	55438	5 AGIOU GEORGIOU, PILEA		US	NV	270611758	COSMOS HOLDINGS INC.	20140106	4-NON	0	1231	S-1/A	20240930			20250114	2025-01-14 06:16:00.0	0	1	cosm_s1a_htm.xml	1	
0001477932-25-000220	1114936	UMEWORLD LTD	7372	HK		CAUSEWAY BAY	31F	UNIT B 12/F, HANG SENG	CAUSEWAY BAY BUILDING, 28 YEE WOO STREET	(852) 8191 5550	HK		CAUSEWAY BAY	31F	UNIT B 12/F, HANG SENG	CAUSEWAY BAY BUILDING, 28 YEE WOO STREET	VG		980177440	ALPHARX INC	20000519	4-NON	0	0930	20-F	20240930	2024	FY	20250114	2025-01-14 11:11:00.0	0	1	umewf_20f_htm.xml	1	
0001477932-25-000225	1683252	TOKEN COMMUNITIES LTD.	7374	US	FL	BRADENTON	34208	850 TIDEWATER SHORE LOOP	SUITE 402	2025365191	US	FL	BRADENTON	34208	850 TIDEWATER SHORE LOOP	SUITE 402	US	DE	813709511	PACIFIC MEDIA GROUP ENTERPRISES, INC.	20160829	4-NON	0	0630	10-Q	20240930	2025	Q1	20250114	2025-01-14 13:14:00.0	0	1	tkcm_10q_htm.xml	1	
0001477932-25-000228	1231339	ASTRA ENERGY, INC.	4911	US	FL	SARASOTA	34236	1100 BENJAMIN FRANKLIN DRIVE	UNIT 802	800-705-2919	US	FL	SARASOTA	34236	1100 BENJAMIN FRANKLIN DRIVE	UNIT 802	US	NV	203113571	OCEAN SMART, INC.	20090413	4-NON	0	0831	10-Q	20241130	2025	Q1	20250114	2025-01-14 14:08:00.0	0	1	asre_10q_htm.xml	1	
0001477932-25-000239	1383088	CYTTA CORP.	7372	US	NV	LAS VEGAS	89146	5450 W SAHARA AVE.	SUITE 300A	855-511-4426	US	NV	LAS VEGAS	89146	5450 W SAHARA AVE.	SUITE 300A	US	NV	980505761	CYTTA CORP.	20061208	4-NON	0	0930	10-K	20240930	2024	FY	20250114	2025-01-14 16:19:00.0	0	1	cyca_10k_htm.xml	1	
0001477932-25-000245	1575295	ALLIED CORP.	5961	CA	BC	KELOWNA	V1Y OC2	SUITE 200-460 DOYLE AVE		877-255-4337	CA	BC	KELOWNA	V1Y OC2	SUITE 200-460 DOYLE AVE		US	NV	331227173	COSMO VENTURES INC	20130425	4-NON	0	0831	10-Q	20241130	2025	Q1	20250114	2025-01-14 17:23:00.0	0	1	alid_10q_htm.xml	1	
0001477932-25-000273	1499494	EASON TECHNOLOGY LTD	6199	CN		WUHAN CITY, HUBEI PROVINCE	430063	27TH FLOOR, LIANFA INTERNATIONAL BLDG.	128 XUDONG ROAD, WUCHANG DISTRICT	86 27-87303888	CN		WUHAN CITY, HUBEI PROVINCE	430063	27TH FLOOR, LIANFA INTERNATIONAL BLDG.	128 XUDONG ROAD, WUCHANG DISTRICT	KY		000000000	DUNXIN FINANCIAL HOLDINGS LTD	20180305	4-NON	0	1231	6-K	20240630	2024	Q2	20250115	2025-01-15 16:15:00.0	0	0	dxf_6k_htm.xml	1	
0001477932-25-000298	1386044	FREEDOM HOLDINGS, INC.	6163	US	IN	OSSIAN	46777	6461 N 100 E		260-490-9990	US	IN	OSSIAN	46777	6461 N 100 E		US	MD	562560951	FREEDOM ENERGY HOLDINGS INC	20100608	4-NON	0	0930	10-K	20240930	2024	FY	20250116	2025-01-16 15:38:00.0	0	1	fhld_10k_htm.xml	1	
0001477932-25-000304	1477960	CATALYST CREW TECHNOLOGIES CORP.	7370	US	WY	SHERIDAN	82801	30 NORTH GOULD STREET	SUITE R	307-216-4405	US	WY	SHERIDAN	82801	30 NORTH GOULD STREET	SUITE R			263670551	BLUE CHIP TECHNOLOGIES CORP.	20240202	4-NON	0	1231	S-1/A	20240930			20250116	2025-01-16 16:32:00.0	0	1	cbbb_s1a_htm.xml	1	
0001477932-25-000332	352991	ADVANCED OXYGEN TECHNOLOGIES INC	6500	US	VT	RANDOLPH	05060	ADVANCED OXYGEN TECHNOLOGIES, INC.	C/O CROSSFIELD, INC. PO BOX 189	212-727-7085	US	VT	RANDOLPH	05060	ADVANCED OXYGEN TECHNOLOGIES, INC.	C/O CROSSFIELD, INC. PO BOX 189	US	DE	911143622	AQUANAUTICS CORP	19931112	4-NON	0	0630	10-Q	20241231	2025	Q2	20250117	2025-01-17 16:59:00.0	0	1	aoxy_10q_htm.xml	1	
0001477932-25-000366	1729637	KARBON-X CORP.	2844	CA	AB	CALGARY	T2P3S2	510 5 STREET SW, SUITE 910		250-608-5435	CA	AB	CALGARY	T2P3S2	510 5 STREET SW, SUITE 910		US	NV	822882342	COCOLUV INC.	20180129	4-NON	0	0531	10-Q	20241130	2025	Q2	20250121	2025-01-21 17:11:00.0	0	1	karx_10q_htm.xml	1	
0001477932-25-000368	1912540	SOUND CAVE TECHNOLOGY INC.	2390	CA	ON	TORONTO	M9V 4T2	43 CATHY JEAN CRESCENT		417-322-6228	CA	ON	TORONTO	M9V 4T2	43 CATHY JEAN CRESCENT		US	WY	000000000			4-NON	0	1231	10-Q	20240930	2024	Q3	20250122	2025-01-21 18:02:00.0	0	1	scti_10q_htm.xml	1	
0001437749-25-010172	880242	BIOLARGO, INC.	2800	US	CA	WESTMINSTER	92683	14921 CHESTNUT ST.		888 400-2863	US	CA	WESTMINSTER	92683	14921 CHESTNUT ST.		US	DE	650159115	NUWAY MEDICAL INC	20030205	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 15:57:00.0	0	1	blgo20241231_10k_htm.xml	1	
0001437749-25-010177	1621832	AQUA METALS, INC.	3341	US	NV	MCCARRAN	89437	2500 PERU DR.		(775) 525-1936	US	NV	MCCARRAN	89437	2500 PERU DR.		US	DE	471169572			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:03:00.0	0	1	aqms20241231_10k_htm.xml	1	
0001437749-25-010182	919864	FINWARD BANCORP	6035	US	IN	MUNSTER	46321	9204 COLUMBIA AVE		219 836-9690	US	IN	MUNSTER	46321	9204 COLUMBIA AVE		US	IN	351927981	NORTHWEST INDIANA BANCORP	19940307	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:06:00.0	0	1	fnwd20241231d_10k_htm.xml	1	
0001437749-25-010185	1080657	PRESIDIO PROPERTY TRUST, INC.	6798	US	CA	SAN DIEGO	92123	4995 MURPHY CANYON ROAD	SUITE 300	760-471-8536	US	CA	SAN DIEGO	92123	4995 MURPHY CANYON ROAD	SUITE 300	US	MD	330841255	NETREIT, INC.	20100903	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:08:00.0	0	1	sqft20241231c_10k_htm.xml	1	
0001437749-25-010192	1337298	FUTUREFUEL CORP.	2860	US	MO	CLAYTON	63105	8235 FORSYTH BOULEVARD SUITE 400		314-854-8385	US	MO	CLAYTON	63105	8235 FORSYTH BOULEVARD SUITE 400		US	DE	203340900	VICEROY ACQUISITION CORP	20050829	2-ACC	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:14:00.0	0	1	ff20241231_10k_htm.xml	1	
0001437749-25-010193	1697851	REKOR SYSTEMS, INC.	3669	US	MD	COLUMBIA	21046	7172 COLUMBIA GATEWAY DRIVE	SUITE 400	4107620800	US	MD	COLUMBIA	21046	7172 COLUMBIA GATEWAY DRIVE	SUITE 400	US	DE	815266334	NOVUME SOLUTIONS, INC.	20170210	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:16:00.0	0	1	rekr20241231_10k_htm.xml	1	
0001437749-25-010194	1460329	FLUENT, INC.	7310	US	NY	NEW YORK	10282	300 VESEY STREET	9TH FLOOR	6466697272	US	NY	NEW YORK	10282	300 VESEY STREET	9TH FLOOR	US	DE	770688094	COGINT, INC.	20160923	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:16:00.0	0	1	flnt20241231_10k_htm.xml	1	
0001437749-25-010196	1644963	AVENUE THERAPEUTICS, INC.	2834	US	FL	BAY HARBOR ISLANDS	33154	1111 KANE CONCOURSE	SUITE 301	781-652-4500	US	FL	BAY HARBOR ISLANDS	33154	1111 KANE CONCOURSE	SUITE 301	US	DE	474113275			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:16:00.0	0	1	atxi20241231_10k_htm.xml	1	
0001437749-25-010198	1860657	ALLARITY THERAPEUTICS, INC.	2834	US	MA	BOSTON	02108	24 SCHOOL ST., 2ND FLOOR		401-426-4664	US	MA	BOSTON	02108	24 SCHOOL ST., 2ND FLOOR		US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:16:00.0	0	1	allr20241231_10k_htm.xml	1	
0001437749-25-010202	700841	RCM TECHNOLOGIES, INC.	7363	US	NJ	PENNSAUKEN	08109-4613	2500 MCCLELLAN AVENUE	STE 350	8563564500	US	NJ	PENNSAUKEN	08109-4613	2500 MCCLELLAN AVENUE	STE 350	US	NV	951480559	RCM TECHNOLOGIES INC	19920703	2-ACC	0	1231	10-K/A	20241231	2024	FY	20250331	2025-03-31 16:18:00.0	0	1	rcmt20241228_10ka_htm.xml	1	
0001437749-25-010213	1563665	HARVARD APPARATUS REGENERATIVE TECHNOLOGY, INC.	3841	US	MA	HOLLISTON	01746	84 OCTOBER HILL ROAD	SUITE 11	(774) 233-7300	US	MA	HOLLISTON	01746	84 OCTOBER HILL ROAD	SUITE 11	US	DE	455210462	BIOSTAGE, INC.	20160331	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:27:00.0	0	1	hrgn20241231_10k_htm.xml	1	
0001437749-25-010215	1431567	OAK VALLEY BANCORP	6022	US	CA	OAKDALE	95361	125 N. THIRD AVE.		209-844-7500	US	CA	OAKDALE	95361	125 N. THIRD AVE.		US	CA	262326676			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:29:00.0	0	1	ovly20241231_10k_htm.xml	1	
0001437749-25-010216	1285819	OMEROS CORP	2834	US	WA	SEATTLE	98119	201 ELLIOTT AVENUE WEST		206-676-5000	US	WA	SEATTLE	98119	201 ELLIOTT AVENUE WEST		US	WA	911663741			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:29:00.0	0	1	omer20241231_10k_htm.xml	1	
0001437749-25-010221	2028516	ARCHIMEDES TECH SPAC PARTNERS II CO.	6770	US	DE	CLAYMONT	19703	2093 PHILADELPHIA PIKE	#1968	(725) 312-2430	US	DE	CLAYMONT	19703	2093 PHILADELPHIA PIKE	#1968			000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:33:00.0	0	1	atii20241231_10k_htm.xml	1	
0001437749-25-010228	719402	FIRST NATIONAL CORP /VA/	6022	US	VA	STRASBURG	22657	112 WEST KING STREET		5404659121	US	VA	STRASBURG	22657	112 WEST KING STREET		US	VA	541232965			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:41:00.0	0	1	fxnc20241231_10k_htm.xml	1	
0001437749-25-010233	1621672	SUPER LEAGUE ENTERPRISE, INC.	7373	US	CA	SANTA MONICA		2856 COLORADO AVE		213-421-1920	US	CA	SANTA MONICA		2856 COLORADO AVE		US	DE	471990734	SUPER LEAGUE GAMING, INC.	20150924	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:46:00.0	0	1	slgg20241231_10k_htm.xml	1	
0001437749-25-010234	1778784	PROVIDENT BANCORP, INC. /MD/	6036	US	MA	AMESBURY	01913	5 MARKET STREET		(978) 388-0050	US	MA	AMESBURY	01913	5 MARKET STREET				844132422			4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:46:00.0	0	1	pvbc20241231_10k_htm.xml	1	
0001437749-25-010246	61004	LGL GROUP INC	3679	US	FL	ORLANDO	32804	2525 SHADER ROAD		(407) 298-2000	US	FL	ORLANDO	32804	2525 SHADER ROAD		US	DE	381799862	LYNCH CORP	19920703	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 16:59:00.0	0	1	lglg20241231_10k_htm.xml	1	
0001437749-25-010250	1427925	TALPHERA, INC.	2834	US	CA	SAN MATEO	94404	1850 GATEWAY DRIVE	SUITE 175	650-216-3500	US	CA	SAN MATEO	94404	1850 GATEWAY DRIVE	SUITE 175	US	DE	000000000	ACELRX PHARMACEUTICALS INC	20080222	4-NON	0	1231	10-K	20241231	2024	FY	20250331	2025-03-31 17:01:00.0	0	1	acrx20241231_10k_htm.xml	1	
0001477932-25-000411	1683252	TOKEN COMMUNITIES LTD.	7374	US	FL	BRADENTON	34208	850 TIDEWATER SHORE LOOP	SUITE 402	2025365191	US	FL	BRADENTON	34208	850 TIDEWATER SHORE LOOP	SUITE 402	US	DE	813709511	PACIFIC MEDIA GROUP ENTERPRISES, INC.	20160829	4-NON	0	0630	10-Q/A	20240930	2025	Q1	20250123	2025-01-23 10:56:00.0	0	1	tkcm_10qa_htm.xml	1	
0001477932-25-000434	1701261	FARMMI, INC.	2033	CN		LISHUI, ZHEJIANG PROVINCE	323000	FL 1, BUILDING NO. 1	888 TIANNING STREET, LIANDU DISTRICT	86-0578-82612876	CN		LISHUI, ZHEJIANG PROVINCE	323000	FL 1, BUILDING NO. 1	888 TIANNING STREET, LIANDU DISTRICT	KY		000000000			4-NON	0	0930	20-F	20240930	2024	FY	20250124	2025-01-24 16:06:00.0	0	1	fami_20f_htm.xml	1	
0001477932-25-000477	1730869	EVERYTHING BLOCKCHAIN, INC.	7372	US	FL	FLEMING ISLAND	32003	3027 US HIGHWAY 17		321-802-2474	US	FL	FLEMING ISLAND	32003	3027 US HIGHWAY 17		US	DE	821091922	OBITX, INC.	20180208	4-NON	0	0131	10-Q	20241031	2025	Q3	20250127	2025-01-27 17:04:00.0	0	1	ebi_10q_htm.xml	1	
0001477932-25-000487	1750777	HAWKEYE SYSTEMS, INC.	3861	US	GA	SAVANNAH	31405	6605 ABERCORN	SUITE 204	912-388-6720	US	GA	SAVANNAH	31405	6605 ABERCORN	SUITE 204	US	NV	830799093			4-NON	0	0630	10-Q	20241231	2025	Q2	20250128	2025-01-28 14:23:00.0	0	1	hwke_10q_htm.xml	1	
0001477932-25-000490	1895939	TANICO INC.	7371	CA		WHITBY	L1N 9R6	387 WHITBY SHORES GREENWAY		775-404-0333	CA		WHITBY	L1N 9R6	387 WHITBY SHORES GREENWAY		US	NV	372002382			4-NON	0	0930	10-Q	20241231	2025	Q1	20250128	2025-01-28 14:34:00.0	0	1	tanico_10q_htm.xml	1	
0001477932-25-000605	1130781	NEURALBASE AI LTD.	7812	CO		BOGOTA	00000	CALLE 98 NO.19 A - 79 AP	410 LOCALIDAD DE CHAPINERO	727-314-3717	CO		BOGOTA	00000	CALLE 98 NO.19 A - 79 AP	410 LOCALIDAD DE CHAPINERO	US	NV	912090516	VIRATECH CORP.	20130123	4-NON	0	1231	S-1	20240930			20250131	2025-01-31 15:02:00.0	0	1	vira_s1_htm.xml	1	
0001477932-25-000608	1546853	SKKYNET CLOUD SYSTEMS, INC.	7372	CA	ON	MISSISSAUGA	L5N 2X7	2233 ARGENTIA ROAD	SUITE 302	888-702-7851	CA	ON	MISSISSAUGA	L5N 2X7	2233 ARGENTIA ROAD	SUITE 302	US	NV	453757848	SKYYNET CLOUD SYSTEMS, INC.	20120409	4-NON	0	1031	10-K	20241031	2024	FY	20250131	2025-01-31 16:01:00.0	0	1	skky_10k_htm.xml	1	
0001477932-25-000619	1753681	ELITE PERFORMANCE HOLDING CORP	2080	US	FL	MIAMI	33137	3301 NE 1ST AVE.	SUITE M704	844-426-2958	US	FL	MIAMI	33137	3301 NE 1ST AVE.	SUITE M704	US	NV	825034226	ELITE PERFORMANCE HOLDING CORP	20180920	4-NON	0	1231	S-1/A	20240930			20250131	2025-01-31 16:31:00.0	0	1	elite_s1a_htm.xml	1	
0001477932-25-000808	1906133	ICORECONNECT INC.	7372	US	FL	OCOEE	34761	529 E. CROWN POINT ROAD	SUITE 250	888-810-7706	US	FL	OCOEE	34761	529 E. CROWN POINT ROAD	SUITE 250	US	DE	000000000	FG MERGER CORP.	20220121	4-NON	0	1231	S-1	20240930			20250210	2025-02-10 08:01:00.0	0	1	icct_s1_htm.xml	1	
0001477932-25-000813	2029303	TECH TONIC GROUP CORP.	7371	DE		KREFELD	47807	REMSCHEIDER STR. 54		307-855-1550	DE		KREFELD	47807	REMSCHEIDER STR. 54		US	WY	365075435	TECH TONIC CORP.	20240702	4-NON	0	0630	10-Q	20241231	2025	Q2	20250210	2025-02-10 13:06:00.0	0	1	techtonic_10q_htm.xml	1	
0001477932-25-000878	1753681	ELITE PERFORMANCE HOLDING CORP	2080	US	FL	MIAMI	33137	3301 NE 1ST AVE.	SUITE M704	844-426-2958	US	FL	MIAMI	33137	3301 NE 1ST AVE.	SUITE M704	US	NV	825034226	ELITE PERFORMANCE HOLDING CORP	20180920	4-NON	0	1231	S-1/A	20240930			20250212	2025-02-12 06:03:00.0	0	1	elite_s1a_htm.xml	1	
0001477932-25-000901	1130781	NEURALBASE AI LTD.	7812	CO		BOGOTA	00000	CALLE 98 NO.19 A - 79 AP	410 LOCALIDAD DE CHAPINERO	727-314-3717	CO		BOGOTA	00000	CALLE 98 NO.19 A - 79 AP	410 LOCALIDAD DE CHAPINERO	US	NV	912090516	VIRATECH CORP.	20130123	4-NON	0	1231	S-1/A	20240930			20250212	2025-02-12 15:01:00.0	0	1	vira_s1a_htm.xml	1	
0001477932-25-000919	1976663	NEXSCIENT, INC.	7372	US	CA	LOS ANGELES	90067	2029 CENTURY PARK EAST	SUITE 400	(310) 494-6620	US	CA	LOS ANGELES	90067	2029 CENTURY PARK EAST	SUITE 400	US	DE	922915192			4-NON	0	0630	10-Q	20241231	2025	Q2	20250212	2025-02-12 17:18:00.0	0	1	nexscient_10q_htm.xml	1	
0001477932-25-000927	1544400	NFINITI INC.	1382	MX		LA CRUZ DE HUANACAXTLE NAYARIT	63734	PAMPANA 18	LA CRUZ, C.P.	523221984348	MX		LA CRUZ DE HUANACAXTLE NAYARIT	63734	PAMPANA 18	LA CRUZ, C.P.	US	NV	990372611	AMERICAN OIL & GAS INC.	20120309	4-NON	0	1031	10-K	20241031	2024	FY	20250213	2025-02-13 06:05:00.0	0	1	nftn_10k_htm.xml	1	
0001477932-25-000938	1374881	KINGFISH HOLDING CORP	5090	US	FL	BRADENTON	34208	822 62ND STREET CIRCLE EAST		941-870-2986	US	FL	BRADENTON	34208	822 62ND STREET CIRCLE EAST		US	DE	204838580	KESSELRING HOLDING CORPORATION.	20070608	4-NON	0	0930	10-Q	20241231	2025	Q1	20250213	2025-02-13 11:13:00.0	0	1	king_10q_htm.xml	1	
0001477932-25-000956	40570	GEE GROUP INC.	7361	US	FL	JACKSONVILLE	32256	7751 BELFORT PARKWAY	SUITE 150	904-512-7504	US	FL	JACKSONVILLE	32256	7751 BELFORT PARKWAY	SUITE 150	US	IL	366097429	GENERAL EMPLOYMENT ENTERPRISES INC	19920703	4-NON	0	0930	10-Q	20241231	2025	Q1	20250213	2025-02-13 16:21:00.0	0	1	job_10q_htm.xml	1	
0001477932-25-000994	1386044	FREEDOM HOLDINGS, INC.	6163	US	IN	OSSIAN	46777	6461 N 100 E		260-490-9990	US	IN	OSSIAN	46777	6461 N 100 E		US	MD	562560951	FREEDOM ENERGY HOLDINGS INC	20100608	4-NON	0	0930	10-Q	20241231	2025	Q1	20250214	2025-02-14 13:25:00.0	0	1	fhld_10q_htm.xml	1	
0001477932-25-001010	1481504	XERIANT, INC.	3721	US	FL	BOCA RATON	33431	INNOVATION CENTRE #1, 3998 FAU BLVD.	SUITE 309	561-491-9595	US	FL	BOCA RATON	33431	INNOVATION CENTRE #1, 3998 FAU BLVD.	SUITE 309			271519178	BANJO & MATILDA, INC.	20131112	4-NON	0	0630	10-Q	20241231	2025	Q2	20250214	2025-02-14 14:14:00.0	0	1	xeri_10q_htm.xml	1	
0001410578-25-000114	2031561	ALDEL FINANCIAL II INC.	6770	US	IL	ITASCA	60143	104 S. WALNUT STREET	UNIT 1A	(847) 791-6817	US	IL	ITASCA	60143	104 S. WALNUT STREET	UNIT 1A			000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250211	2025-02-11 16:11:00.0	0	1	aldf-20241231x10k_htm.xml	1	
0001410578-25-000117	913778	BF GARDEN TAX CREDIT FUND IV L.P.	6513	US	MA	BOSTON	02110	225 FRANKLIN STREET	28TH FLOOR	(888) 773-1487	US	MA	BOSTON	02110	225 FRANKLIN STREET	28TH FLOOR			043208648	BOSTON CAPITAL TAX CREDIT FUND IV LP	19931020	4-NON	0	0331	10-Q	20241231	2025	Q3	20250212	2025-02-12 13:53:00.0	0	1	bctci-20241231x10q_htm.xml	1	
0001410578-25-000122	1815903	PETROS PHARMACEUTICALS, INC.	2834	US	NY	NEW YORK	10036	1185 AVENUE OF THE AMERICAS, 3RD FLOOR		973-242-0005	US	NY	NEW YORK	10036	1185 AVENUE OF THE AMERICAS, 3RD FLOOR		US	DE	851410058			4-NON	0	1231	S-1/A	20240930			20250213	2025-02-13 09:43:00.0	0	1	tmb-20240930xs1a_htm.xml	1	
0001410578-25-000126	744452	APPLIED DNA SCIENCES INC	8734	US	NY	STONY BROOK	11790	50 HEALTH SCIENCES DRIVE		631-240-8800	US	NY	STONY BROOK	11790	50 HEALTH SCIENCES DRIVE		US	DE	592262718	PROHEALTH MEDICAL TECHNOLOGIES INC	20010504	4-NON	0	0930	10-Q	20241231	2025	Q1	20250213	2025-02-13 16:11:00.0	0	1	apdn-20241231x10q_htm.xml	1	
0001410578-25-000127	1910139	MOBILEYE GLOBAL INC.	7372	IL		JERUSALEM	97775	HAR HOTZVIM, 13 HARTOM STREET	P.O. BOX 45157	972 2 541 7333	IL		JERUSALEM	97775	HAR HOTZVIM, 13 HARTOM STREET	P.O. BOX 45157	US	DE	000000000	MOBILEYE HOLDINGS INC.	20220224	1-LAF	0	1231	10-K	20241231	2024	FY	20250213	2025-02-13 16:16:00.0	0	1	mbly-20241228x10k_htm.xml	1	
0001410578-25-000130	1847607	RF ACQUISITION CORP.	6770	SG		SINGAPORE	238164	111 SOMERSET, #05-06		006569040766	SG		SINGAPORE	238164	111 SOMERSET, #05-06		US	DE	000000000			4-NON	0	1231	10-K	20241231	2024	FY	20250214	2025-02-13 19:03:00.0	0	1	rfacu-20241231x10k_htm.xml	1	
0001410578-25-000137	1815903	PETROS PHARMACEUTICALS, INC.	2834	US	NY	NEW YORK	10036	1185 AVENUE OF THE AMERICAS, 3RD FLOOR		973-242-0005	US	NY	NEW YORK	10036	1185 AVENUE OF THE AMERICAS, 3RD FLOOR		US	DE	851410058			4-NON	0	1231	S-1/A	20240930			20250214	2025-02-14 11:28:00.0	0	1	tmb-20240930xs1a_htm.xml	1	
